Cantidad,Fecha,Producto,Venta,Compra,Utilidad
,12/07/2024,,12.00,9.20,2.80
4.00,,Huevo Crio Individual 1pza,12.00,9.20,2.80
,12/07/2024,,4.00,0.34,3.66
2.00,,COPIA CREDENCIAL,4.00,0.34,3.66
,12/07/2024,,150.00,79.00,71.00
1.00,,Memoria Micro Sd 16 GB Kingston,150.00,79.00,71.00
,12/07/2024,,37.00,31.08,5.92
1.00,,Coca Retornable 2.5 Lts,37.00,31.08,5.92
,12/07/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,12/07/2024,,18.00,13.80,4.20
6.00,,Huevo Crio Individual 1pza,18.00,13.80,4.20
,12/07/2024,,62.00,50.64,11.36
1.00,,Runners 58g,16.00,12.60,3.40
1.00,,Valentones Fuego 60gm,14.00,12.60,1.40
1.00,,Tostitos Salsa Verde 70g,16.00,12.84,3.16
1.00,,Chipotles Barcel MasProducto 65gr,16.00,12.60,3.40
,12/07/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,12/07/2024,,39.00,32.83,6.17
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
,12/07/2024,,40.00,31.62,8.38
2.00,,Coca Cola 600ml,40.00,31.62,8.38
,12/07/2024,,16.00,12.70,3.30
1.00,,Acetona Paloma,16.00,12.70,3.30
,12/07/2024,,82.00,69.55,12.45
1.00,,Mediacrema Lala 250g,15.00,12.83,2.17
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
0.40,,Queso De Hebra,50.00,42.72,7.28
,12/07/2024,,66.50,52.46,14.04
2.00,,Ajo 1pza,12.00,8.46,3.54
0.50,,Queso Fresco,54.50,44.00,10.50
,12/07/2024,,37.00,31.08,5.92
1.00,,Coca Retornable 2.5 Lts,37.00,31.08,5.92
,12/07/2024,,12.00,7.86,4.14
1.00,,Nectar Valle Durazno Minibrick 250ml,12.00,7.86,4.14
,12/07/2024,,38.00,34.26,3.74
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.26,3.74
,12/07/2024,,6.00,4.50,1.50
1.00,,Tang Manzana 13gr,6.00,4.50,1.50
,12/07/2024,,24.00,18.28,5.72
1.00,,Pepsi 1.5Lt,24.00,18.28,5.72
,12/07/2024,,17.00,13.28,3.72
1.00,,Gansito Tradicional 1p 50g,17.00,13.28,3.72
,12/07/2024,,6.00,0.00,6.00
1.00,,Caja Vacia De Huevo,6.00,0.00,6.00
,12/07/2024,,38.00,34.26,3.74
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.26,3.74
,12/07/2024,,50.00,41.01,8.99
1.00,,Coca Jumbo 3lts 4745,50.00,41.01,8.99
,12/07/2024,,18.00,9.09,8.91
3.00,,Lapiz Mirado 1pz,18.00,9.09,8.91
,12/07/2024,,9.00,8.54,0.46
1.00,,Chile En Rajas La Costeña 105 Gr,9.00,8.54,0.46
,12/07/2024,,26.00,20.99,5.01
0.24,,Queso Fresco,26.00,20.99,5.01
,12/07/2024,,18.00,14.58,3.42
1.00,,Peñafiel Naranjada 600ml,18.00,14.58,3.42
,12/07/2024,,46.00,34.35,11.65
1.00,,Valle Frut Citrus 3lt,40.00,29.43,10.57
1.00,,Crossantines 32g,6.00,4.92,1.08
,12/07/2024,,34.00,27.24,6.76
1.00,,Florentinas Cajeta 83g,19.00,15.25,3.75
1.00,,Fritos Con Chorizo 60g,15.00,11.99,3.01
,12/07/2024,,92.00,78.80,13.20
2.00,,Patrona 1 Litro,92.00,78.80,13.20
,12/07/2024,,28.00,1.90,26.10
1.00,,Jumex Nectar de Uva 1 lt,28.00,1.90,26.10
,12/07/2024,,19.00,15.25,3.75
1.00,,Cremax De Nieve De Fresa 90g 065800,19.00,15.25,3.75
,12/07/2024,,20.00,17.09,2.91
0.16,,Queso De Hebra,20.00,17.09,2.91
,12/07/2024,,38.00,29.88,8.12
0.36,,Jamon Rebanado Suly 1kg,25.00,19.93,5.07
1.00,,QUESO CASTEL PAQ 10PZA,13.00,9.95,3.05
,12/07/2024,,414.00,393.90,20.10
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,414.00,393.90,20.10
,12/07/2024,,212.00,196.95,15.05
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,207.00,196.95,10.05
,12/07/2024,,40.00,29.76,10.24
0.29,,Jamon Rebanado Suly 1kg,20.00,15.94,4.06
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,12/07/2024,,3.00,1.97,1.03
1.00,,Clorets Plus 4pastillas,3.00,1.97,1.03
,12/07/2024,,424.00,393.90,30.10
2.00,,Servicio Domicilio,10.00,0.00,10.00
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,414.00,393.90,20.10
,12/07/2024,,212.00,196.95,15.05
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,207.00,196.95,10.05
,12/07/2024,,424.00,393.90,30.10
2.00,,Servicio Domicilio,10.00,0.00,10.00
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,414.00,393.90,20.10
,12/07/2024,,358.00,332.58,25.42
8.00,,Envios De Recargas,8.00,0.08,7.92
350.00,,RECARGAS XTREME (MULTICEL-MINISUPER),350.00,332.50,17.50
,12/07/2024,,110.00,88.04,21.96
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
8.00,,Huevo Crio Individual 1pza,24.00,18.40,5.60
1.00,,Cheetos Bolita Hornedo 42g,14.00,11.13,2.87
1.00,,Cheetos Poff Azules 41gr,14.00,11.13,2.87
1.00,,Paketaxo Mezcladito Ch 70gr,19.00,14.55,4.45
,12/07/2024,,43.00,27.51,15.49
1.00,,Kolina Omnilife Botella 200ml,43.00,27.51,15.49
,12/07/2024,,37.00,28.44,8.56
1.00,,Pepsi Jumbo 3Lt,37.00,28.44,8.56
,12/07/2024,,20.00,17.09,2.91
0.16,,Queso De Hebra,20.00,17.09,2.91
,12/07/2024,,30.00,25.64,4.36
0.24,,Queso De Hebra,30.00,25.64,4.36
,12/07/2024,,12.00,7.38,4.62
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.38,4.62
,12/07/2024,,24.00,18.85,5.15
1.00,,Bimbuñuelos C/6pzas 99gr,21.00,17.22,3.78
1.00,,Chupadedo Paleta Indiv 1pza,3.00,1.63,1.37
,12/07/2024,,25.00,19.87,5.13
1.00,,Coca Cola Vidrio 1 1/4,25.00,19.87,5.13
,12/07/2024,,30.00,24.22,5.78
0.28,,Queso Fresco,30.00,24.22,5.78
,12/07/2024,,100.00,39.00,61.00
1.00,,Turbo Cargador Combo Tipo C 1HORA,100.00,39.00,61.00
,12/07/2024,,75.00,68.52,6.48
1.00,,HUEVO CRIO CONO 30PZ,75.00,68.52,6.48
,12/07/2024,,28.00,21.53,6.47
1.00,,Coca Cola 250ml Plastico,11.00,8.48,2.52
1.00,,Big Mix Queso 75g,17.00,13.05,3.95
,12/07/2024,,40.00,32.30,7.70
0.37,,Queso Fresco,40.00,32.30,7.70
,12/07/2024,,24.00,18.28,5.72
1.00,,Pepsi 1.5Lt,24.00,18.28,5.72
,12/07/2024,,30.00,22.08,7.92
1.00,,VOGUE 400HJ PAQ 4PZAS,30.00,22.08,7.92
,12/07/2024,,59.00,49.92,9.08
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
0.16,,Queso De Hebra,20.00,17.09,2.91
,12/07/2024,,17.00,14.00,3.00
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
,12/07/2024,,50.00,42.72,7.28
0.40,,Queso De Hebra,50.00,42.72,7.28
,12/07/2024,,11.00,8.44,2.56
0.50,,Harina Selecta 1kg,11.00,8.44,2.56
,12/07/2024,,30.00,25.64,4.36
0.24,,Queso De Hebra,30.00,25.64,4.36
,12/07/2024,,25.00,19.87,5.13
1.00,,Coca Cola Vidrio 1 1/4,25.00,19.87,5.13
,12/07/2024,,34.00,25.50,8.50
5.00,,Huevo Crio Individual 1pza,15.00,11.50,3.50
1.00,,Platanitos Fritos Y Chicharrones (bananitas),19.00,14.00,5.00
,12/07/2024,,32.00,24.17,7.83
1.00,,Electrolit Manzana 1L,32.00,24.17,7.83
,12/07/2024,,111.00,91.69,19.31
0.51,,Jamon Rebanado Suly 1kg,35.00,27.90,7.10
0.50,,Queso De Hebra,63.00,53.84,9.16
1.00,,QUESO CASTEL PAQ 10PZA,13.00,9.95,3.05
,12/07/2024,,14.00,11.13,2.87
1.00,,Cheetos Nacho 52gr,14.00,11.13,2.87
,12/07/2024,,25.00,18.29,6.71
1.00,,Electrolit Mora Azul 625ml,25.00,18.29,6.71
,12/07/2024,,32.00,26.22,5.78
4.00,,Huevo Crio Individual 1pza,12.00,9.20,2.80
1.00,,Nutrileche 1pza,20.00,17.02,2.98
,12/07/2024,,17.00,13.05,3.95
1.00,,Big Mix Queso 75g,17.00,13.05,3.95
,12/07/2024,,36.00,28.60,7.40
1.00,,Epura 1 lt,13.00,10.54,2.46
1.00,,Kola Loka,23.00,18.06,4.94
,12/07/2024,,16.00,10.96,5.04
2.00,,Vogue Higienico De Rollo Ind,16.00,10.96,5.04
,12/07/2024,,13.00,11.33,1.67
1.00,,Axion 250 gr,13.00,11.33,1.67
,12/07/2024,,40.00,31.80,8.20
1.00,,Sidral Munded Jumbo 3 Lts,40.00,31.80,8.20
,12/07/2024,,1849.00,1349.00,500.00
1.00,,ZTE A52 Lite Servicel 32GB Servicel 120424,1849.00,1349.00,500.00
,12/07/2024,,38.00,27.99,10.01
1.00,,Coca Cola 600ml,20.00,15.81,4.19
1.00,,Nectar Valle Mango Cristal 413ml,18.00,12.18,5.82
,12/07/2024,,21.00,16.80,4.20
1.00,,chip sal 62g,21.00,16.80,4.20
,12/07/2024,,110.00,48.67,61.33
1.00,,Cable USB2.0 V8 1HORA,50.00,19.67,30.33
1.00,,Cabeza de cragdor 1HORA Gar107,60.00,29.00,31.00
,12/07/2024,,17.00,13.23,3.77
1.00,,Big Mix 75g,17.00,13.23,3.77
,12/07/2024,,60.00,0.00,60.00
5.00,,Rollo Papel Termico Miniprinter,60.00,0.00,60.00
,12/07/2024,,50.00,41.01,8.99
1.00,,Coca Jumbo 3lts 4745,50.00,41.01,8.99
,12/07/2024,,4.00,0.17,3.83
1.00,,IMPRESION A COLORES,4.00,0.17,3.83
,12/07/2024,,19.00,15.00,4.00
1.00,,Amper Blueberry energy 473ml,19.00,15.00,4.00
,12/07/2024,,30.00,25.64,4.36
0.24,,Queso De Hebra,30.00,25.64,4.36
,12/07/2024,,39.00,32.83,6.17
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
,12/07/2024,,29.00,1.00,28.00
1.00,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
,12/07/2024,,38.00,34.17,3.83
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
,12/07/2024,,43.00,34.12,8.88
6.00,,Huevo Crio Individual 1pza,18.00,13.68,4.32
1.00,,Lala deslactosada 1lit,25.00,20.44,4.56
,12/07/2024,,30.00,21.02,8.98
1.00,,Valle Frut Citrus 2 Litros 330461,30.00,21.02,8.98
,12/07/2024,,39.00,32.83,6.17
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
,12/07/2024,,500.01,488.25,11.76
525.00,,MASTER TMAC MAYOREO RECARGA,500.01,488.25,11.76
,12/07/2024,,58.56,50.56,8.00
0.30,,Jamon Rebanado Suly 1kg,20.56,16.39,4.17
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
,12/07/2024,,262.00,248.59,13.41
1.00,,COCA COLA 2.5LT RET PAQ 8PZ,262.00,248.59,13.41
,12/07/2024,,810.00,760.10,49.90
10.00,,Envios De Recargas,10.00,0.10,9.90
800.00,,ICSI Recargas Xtreme,800.00,760.00,40.00
,12/07/2024,,78.00,63.08,14.92
1.00,,Agua Ciel Mineralizada 2 Lts 305742,27.00,19.13,7.87
1.00,,Pancrema 151g,13.00,9.78,3.22
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
,12/07/2024,,55.00,45.13,9.87
1.00,,Mediacrema Lala 250g,15.00,12.83,2.17
0.37,,Queso Fresco,40.00,32.30,7.70
,12/07/2024,,10.00,4.51,5.49
1.00,,Prestobarba Permasharp,10.00,4.51,5.49
,12/07/2024,,95.00,60.00,35.00
1.00,,BOLSA BASURA GRANDE 1KG 90x120,49.00,30.00,19.00
1.00,,BOLSA BASURA MEDIANA 1KG 60x90,46.00,30.00,16.00
,12/07/2024,,14.00,9.10,4.90
1.00,,Bolsa Basura Grande 1pza,9.00,4.90,4.10
5.00,,Bombon Individual,5.00,4.20,0.80
,12/07/2024,,53.00,44.53,8.47
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
0.31,,Salchijocho Pavo Any Agranel,15.00,10.36,4.64
,12/07/2024,,80.00,15.00,65.00
1.00,,Chip Telcel Con Saldo Activado 50 Saldo,80.00,15.00,65.00
,12/07/2024,,8.00,4.35,3.65
1.00,,Analgen 220mg,8.00,4.35,3.65
,12/07/2024,,411.00,384.81,26.19
6.00,,Envios De Recargas,6.00,0.06,5.94
405.00,,RECARGAS XTREME (MULTICEL-MINISUPER),405.00,384.75,20.25
,12/07/2024,,40.00,31.62,8.38
1.00,,Fresca Jumbo 3lts,40.00,31.62,8.38
,13/07/2024,,9.00,4.90,4.10
1.00,,Bolsa Basura Grande 1pza,9.00,4.90,4.10
,13/07/2024,,27.00,19.13,7.87
1.00,,Agua Ciel Mineralizada 2 Lts 305742,27.00,19.13,7.87
,13/07/2024,,50.00,41.00,9.00
1.00,,Bimbuñuelos C/6pzas 99gr,21.00,17.22,3.78
1.00,,Mantecadas Vainilla C/6pzas 187.5gr,29.00,23.78,5.22
,13/07/2024,,63.00,50.07,12.93
1.00,,Lala deslactosada 1lit,25.00,20.44,4.56
0.18,,Queso Fresco,20.00,16.15,3.85
1.00,,Vuala Chocolate 1pza,18.00,13.48,4.52
,13/07/2024,,75.00,61.32,13.68
3.00,,Lala deslactosada 1lit,75.00,61.32,13.68
,13/07/2024,,48.00,41.99,6.01
1.00,,Epura Garrafon 20 Lts,48.00,41.99,6.01
,13/07/2024,,18.00,11.51,6.49
1.00,,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
,13/07/2024,,17.00,14.00,3.00
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
,13/07/2024,,30.00,24.22,5.78
0.28,,Queso Fresco,30.00,24.22,5.78
,13/07/2024,,19.00,12.24,6.76
1.00,,Amper Play Hard Energy Go 473ml,19.00,12.24,6.76
,13/07/2024,,5.00,2.30,2.70
1.00,,Bolsa Basura Mediana 1pza,5.00,2.30,2.70
,13/07/2024,,3.00,1.83,1.17
1.00,,Trident Menta 4 past 5.2gr,3.00,1.83,1.17
,13/07/2024,,1.00,0.84,0.16
1.00,,Bombon Individual,1.00,0.84,0.16
,13/07/2024,,38.00,30.68,7.32
0.35,,Queso Fresco,38.00,30.68,7.32
,13/07/2024,,262.00,248.59,13.41
1.00,,COCA COLA 2.5LT RET PAQ 8PZ,262.00,248.59,13.41
,13/07/2024,,89.00,60.55,28.45
1.00,,BOLSA BASURA GRANDE 1KG 90x120,49.00,30.00,19.00
1.00,,Marias Gamesa 1pz,18.00,13.75,4.25
1.00,,Principe Chocolate +2,22.00,16.80,5.20
,13/07/2024,,15.00,5.17,9.83
1.00,,Yoghurt Yoplait Fresa 220g 9140,15.00,5.17,9.83
,13/07/2024,,14.00,9.79,4.21
1.00,,Marianitas De Coco 185gr,14.00,9.79,4.21
,13/07/2024,,110.00,50.72,59.28
1.00,,Cable USB2.0 C 1HORA,50.00,21.72,28.28
1.00,,Cabeza de cragdor 1HORA Gar107,60.00,29.00,31.00
,13/07/2024,,76.00,58.95,17.05
4.00,,Huevo Crio Individual 1pza,12.00,9.12,2.88
1.00,,Colgate Total 12 150ml,64.00,49.83,14.17
,13/07/2024,,524.00,497.18,26.82
2.00,,COCA COLA 2.5LT RET PAQ 8PZ,524.00,497.18,26.82
,13/07/2024,,4.00,0.17,3.83
1.00,,IMPRESION A COLORES,4.00,0.17,3.83
,13/07/2024,,77.01,63.69,13.32
0.32,,Queso De Hebra,40.01,34.19,5.82
1.00,,Jamon Fut Pavo Y Cerdo 196g,37.00,29.50,7.50
,13/07/2024,,53.00,46.13,6.87
0.22,,Jamon Rebanado Suly 1kg,15.00,11.96,3.04
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
,13/07/2024,,3.00,1.68,1.32
2.00,,Bubbaloo Mora Azul 5.1gr,3.00,1.68,1.32
,13/07/2024,,4.00,0.17,3.83
1.00,,IMPRESION A COLORES,4.00,0.17,3.83
,13/07/2024,,499.80,488.25,11.55
525.00,,MASTERXTREME MAYOREO RECARGA,499.80,488.25,11.55
,13/07/2024,,24.00,14.76,9.24
4.00,,Cigarro Marlboro Individual 1Pza,24.00,14.76,9.24
,13/07/2024,,7.60,4.75,2.85
0.04,,Chile Guajillo 1pza,7.60,4.75,2.85
,13/07/2024,,24.00,18.28,5.72
1.00,,Pepsi 1.5Lt,24.00,18.28,5.72
,13/07/2024,,5.00,1.80,3.20
1.00,,Papel Regalo Toda Ocacion,5.00,1.80,3.20
,13/07/2024,,38.00,34.17,3.83
1.00,,HUEVO CRIO 1/2 CONO,38.00,34.17,3.83
,13/07/2024,,262.00,248.59,13.41
1.00,,COCA COLA 2.5LT RET PAQ 8PZ,262.00,248.59,13.41
,13/07/2024,,37.00,28.44,8.56
1.00,,Pepsi Jumbo 3Lt,37.00,28.44,8.56
,13/07/2024,,20.00,16.15,3.85
0.18,,Queso Fresco,20.00,16.15,3.85
,13/07/2024,,30.00,25.64,4.36
0.24,,Queso De Hebra,30.00,25.64,4.36
,13/07/2024,,6.00,3.69,2.31
1.00,,Cigarro Marlboro Individual 1Pza,6.00,3.69,2.31
,13/07/2024,,48.50,35.92,12.58
4.00,,Huevo Crio Individual 1pza,12.00,9.12,2.88
1.00,,Sabritas Adobadas 42gm,18.00,13.69,4.31
1.00,,Zote Blanco 200g,12.50,8.19,4.31
1.00,,Crossantines 32g,6.00,4.92,1.08
,13/07/2024,,80.50,63.26,17.24
1.00,,Vuala Chocolate 1pza,18.00,13.48,4.52
1.00,,Cafe Ole Moka Capuccino 7002,33.50,26.00,7.50
1.00,,Mantecadas Chispas de Chocolate 190g,29.00,23.78,5.22
,13/07/2024,,56.00,41.48,14.52
1.00,,yogurth griego nat. 120 gr 9810,12.00,9.50,2.50
1.00,,Panque Pasas 280g,44.00,31.98,12.02
,13/07/2024,,35.00,28.12,6.88
0.50,,Arroz 1kg,11.00,9.38,1.62
1.00,,Mayonesa #4 105g,19.00,15.90,3.10
1.00,,NORTOMATE CAJA 2PZ,5.00,2.84,2.16
,13/07/2024,,45.00,37.00,8.00
1.00,,Papel Aluminio Maxima 50mts,45.00,37.00,8.00
,13/07/2024,,657.00,606.99,50.01
2.00,,Servicio Domicilio,10.00,0.00,10.00
6.00,,HUEVO CRIO CONO 30PZ,440.00,410.04,29.96
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,207.00,196.95,10.05
,13/07/2024,,445.00,410.04,34.96
1.00,,Servicio Domicilio,5.00,0.00,5.00
6.00,,HUEVO CRIO CONO 30PZ,440.00,410.04,29.96
,13/07/2024,,424.00,393.90,30.10
2.00,,Servicio Domicilio,10.00,0.00,10.00
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,414.00,393.90,20.10
,13/07/2024,,17.00,14.59,2.41
1.00,,Sal La Fina  1k,17.00,14.59,2.41
,13/07/2024,,3.00,1.83,1.17
1.00,,Trident Menta 4 past 5.2gr,3.00,1.83,1.17
,13/07/2024,,260.00,248.92,11.08
250.00,,ICSI Pago Servicio TMAC,250.00,245.00,5.00
1.00,,Icsi Comision Servicio TMAC 1-500,10.00,3.92,6.08
,13/07/2024,,76.50,60.28,16.22
1.00,,Fresca Jumbo 3lts,40.00,31.62,8.38
1.00,,Mostaza 115gr Mcormic,13.50,11.56,1.94
1.00,,BubuLubu Ricolino 35g,10.00,7.80,2.20
1.00,,Aceituna 40g,13.00,9.30,3.70
,13/07/2024,,40.00,30.91,9.09
0.16,,Queso De Hebra,20.00,17.09,2.91
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,13/07/2024,,469.00,453.74,15.26
459.00,,ICSI Pago Servicio TMAC,459.00,449.82,9.18
1.00,,Icsi Comision Servicio TMAC 1-500,10.00,3.92,6.08
,13/07/2024,,171.00,152.89,18.11
156.00,,Abono Clientes Pay Joy,156.00,152.88,3.12
1.00,,Comision Pay Joy,15.00,0.01,14.99
,13/07/2024,,34.56,26.57,7.99
1.00,,Totopos 280G Normal,34.56,26.57,7.99
,13/07/2024,,270.00,249.91,20.09
255.00,,Abono Clientes Pay Joy,255.00,249.90,5.10
1.00,,Comision Pay Joy,15.00,0.01,14.99
,13/07/2024,,25.00,19.87,5.13
1.00,,Coca Cola Vidrio 1 1/4,25.00,19.87,5.13
,13/07/2024,,16.00,12.74,3.26
1.00,,Acetona Paloma,16.00,12.74,3.26
,13/07/2024,,15.00,12.11,2.89
0.14,,Queso Fresco,15.00,12.11,2.89
,13/07/2024,,20.00,16.15,3.85
0.18,,Queso Fresco,20.00,16.15,3.85
,13/07/2024,,20.00,15.81,4.19
1.00,,Coca Cola 600ml,20.00,15.81,4.19
,13/07/2024,,20.00,15.81,4.19
1.00,,Coca Cola 600ml,20.00,15.81,4.19
,13/07/2024,,39.00,32.83,6.17
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
,13/07/2024,,118.50,95.71,22.79
2.00,,Atun Herdez En Agua 90g,40.00,33.28,6.72
1.00,,Foca 250  gr,11.50,8.98,2.52
1.00,,Lala deslactosada 1lit,25.00,20.44,4.56
1.00,,Petalo ULTRARESISTENTE 300Hs,27.00,22.21,4.79
1.00,,Jabon Neustroskin 140gr,15.00,10.80,4.20
,13/07/2024,,14.00,7.12,6.88
2.00,,Gelatina Lala General 125gr 020556,14.00,7.12,6.88
,13/07/2024,,8.50,6.50,2.00
1.00,,Flan Yoplait 100G 9709,8.50,6.50,2.00
,13/07/2024,,1060.00,984.75,75.25
5.00,,Servicio Domicilio,25.00,0.00,25.00
5.00,,COCA RETORNABLE 3LTS PAQ 6PZA,1035.00,984.75,50.25
,13/07/2024,,15.50,10.06,5.44
1.00,,Gelatina Lala General 125gr 020556,7.00,3.56,3.44
1.00,,Flan Yoplait 100G 9709,8.50,6.50,2.00
,13/07/2024,,150.00,136.68,13.32
2.00,,HUEVO CRIO CONO 30PZ,150.00,136.68,13.32
,13/07/2024,,18.00,14.55,3.45
1.00,,Sabritas Sal Original 45g,18.00,14.55,3.45
,13/07/2024,,499.80,488.25,11.55
525.00,,MASTERXTREME MAYOREO RECARGA,499.80,488.25,11.55
,13/07/2024,,403.00,380.03,22.97
3.00,,Envios De Recargas,3.00,0.03,2.97
400.00,,RECARGAS XTREME (MULTICEL-MINISUPER),400.00,380.00,20.00
,13/07/2024,,40.00,25.67,14.33
1.00,,Salchicha Pavo 266g 976,25.00,20.50,4.50
1.00,,Yoghurt Yoplait Fresa 220g 9140,15.00,5.17,9.83
,13/07/2024,,94.00,76.15,17.85
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
1.00,,Bimbuñuelos C/6pzas 99gr,21.00,17.22,3.78
2.00,,Big Mix Queso 75g,34.00,26.10,7.90
,13/07/2024,,262.00,248.59,13.41
1.00,,COCA COLA 2.5LT RET PAQ 8PZ,262.00,248.59,13.41
,13/07/2024,,2749.00,2049.00,700.00
1.00,,Samsung A04e 64GB,2749.00,2049.00,700.00
,13/07/2024,,96.00,79.04,16.96
0.50,,Queso De Hebra,63.00,53.84,9.16
1.00,,Marianitas De Coco 185gr,14.00,9.79,4.21
1.00,,Cacahuate Karate 110g,19.00,15.41,3.59
,13/07/2024,,25.00,19.87,5.13
1.00,,Coca Cola Vidrio 1 1/4,25.00,19.87,5.13
,13/07/2024,,68.00,57.08,10.92
1.00,,Mediacrema Nestle lata 225g,18.00,15.29,2.71
0.24,,Queso De Hebra,30.00,25.64,4.36
0.18,,Queso Fresco,20.00,16.15,3.85
,13/07/2024,,18.00,13.28,4.72
2.00,,Fideo #0 La Moderna,18.00,13.28,4.72
,13/07/2024,,19.00,14.33,4.67
1.00,,Fanta Fresa 600ml,19.00,14.33,4.67
,13/07/2024,,68.00,47.50,20.50
1.00,,Cheetos Torcido Naranja 52g,14.00,11.13,2.87
1.00,,Doritos Nacho 61gr,18.00,14.40,3.60
1.00,,Yoghurt Yoplait Fresa 220g 9140,15.00,5.17,9.83
1.00,,chips fuego 62g,21.00,16.80,4.20
,13/07/2024,,74.00,56.40,17.60
1.00,,Crossantines 32g,6.00,4.92,1.08
2.00,,Big Mix 75g,34.00,26.46,7.54
2.00,,Papas Barcel Toreadas 45gr,34.00,25.02,8.98
,13/07/2024,,2399.00,2299.00,100.00
1.00,,Redmi 9C Gris 64 GB 091222,2399.00,2299.00,100.00
,13/07/2024,,207.00,196.95,10.05
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,207.00,196.95,10.05
,13/07/2024,,80.00,63.92,16.08
1.00,,Fresca Jumbo 3lts,40.00,31.62,8.38
0.37,,Queso Fresco,40.00,32.30,7.70
,13/07/2024,,6.00,4.92,1.08
1.00,,Crossantines 32g,6.00,4.92,1.08
,13/07/2024,,15.00,12.83,2.17
1.00,,Mediacrema Lala 250g,15.00,12.83,2.17
,13/07/2024,,500.00,475.00,25.00
500.00,,Pay Joy Pago Inicial,500.00,475.00,25.00
,13/07/2024,,26.50,20.34,6.16
0.50,,Whiskas 1kg,26.50,20.34,6.16
,13/07/2024,,46.00,30.00,16.00
1.00,,BOLSA BASURA MEDIANA 1KG 60x90,46.00,30.00,16.00
,13/07/2024,,39.00,32.83,6.17
1.00,,Coca Retornable 3LTS 3068,39.00,32.83,6.17
,13/07/2024,,33.00,26.04,6.96
1.00,,Mini Barritas Fresa Tubo 222g,33.00,26.04,6.96
,13/07/2024,,82.01,67.45,14.56
0.32,,Queso De Hebra,40.01,34.19,5.82
1.00,,Mantequilla La Villita 90gr,14.00,8.76,5.24
1.00,,Catsup 680g,28.00,24.50,3.50
,13/07/2024,,42.00,33.60,8.40
1.00,,Sponch 120gr,21.00,16.80,4.20
1.00,,Chip jalapeño 62g,21.00,16.80,4.20
,13/07/2024,,5.00,3.52,1.48
1.00,,Bubbaloo Paleta Xtreme Mora 1Pz,5.00,3.52,1.48
,13/07/2024,,30.00,25.64,4.36
0.24,,Queso De Hebra,30.00,25.64,4.36
,13/07/2024,,169.00,150.68,18.32
1.00,,Platanitos Fritos Y Chicharrones (bananitas),19.00,14.00,5.00
2.00,,HUEVO CRIO CONO 30PZ,150.00,136.68,13.32
,13/07/2024,,25.00,19.93,5.07
0.36,,Jamon Rebanado Suly 1kg,25.00,19.93,5.07
,13/07/2024,,681.00,633.35,47.65
1.00,,Garnier Nutrisse Ebano Negro 10,60.00,42.50,17.50
3.00,,COCA RETORNABLE 3LTS PAQ 6PZA,621.00,590.85,30.15
,13/07/2024,,259.00,247.94,11.06
249.00,,ICSI Pago Servicio TMAC,249.00,244.02,4.98
1.00,,Icsi Comision Servicio TMAC 1-500,10.00,3.92,6.08
,13/07/2024,,19.50,12.26,7.24
1.00,,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
1.00,,Clorets Menta 2.8gr 2Pastillas,1.50,0.75,0.75
,13/07/2024,,315.00,294.01,20.99
300.00,,Abono Clientes Pay Joy,300.00,294.00,6.00
